"","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq"
"958","NullModel","1730523796",5,20,FALSE,FALSE,1
"959","NullModel","1730523854",5,20,FALSE,FALSE,1
"960","NullModel","1730523906",5,20,FALSE,FALSE,1
"961","NullModel","1730524021",5,20,FALSE,FALSE,1
"962","NullModel","1730524077",5,20,FALSE,FALSE,1
"963","NullModel","1730524104",5,20,FALSE,FALSE,1
"964","NullModel","1730524194",5,20,FALSE,FALSE,1
"965","NullModel","1730524208",5,20,FALSE,FALSE,1
"966","NullModel","1730524211",5,20,FALSE,FALSE,1
"967","NullModel","1730524463",5,20,FALSE,FALSE,1
"968","NullModel","1730524524",5,20,FALSE,FALSE,1
"969","NullModel","1730524708",5,20,FALSE,FALSE,1
"970","NullModel","1730524771",5,20,FALSE,FALSE,1
"971","NullModel","1730524956",5,20,FALSE,FALSE,1
"972","NullModel","1730525057",5,20,FALSE,FALSE,1
"973","NullModel","1730525135",5,20,FALSE,FALSE,1
"974","NullModel","1730525171",5,20,FALSE,FALSE,1
"975","NullModel","1730525174",5,20,FALSE,FALSE,1
"976","NullModel","1730525303",5,20,FALSE,FALSE,1
"977","NullModel","1730525324",5,20,FALSE,FALSE,1
"978","NullModel","1730525337",5,20,FALSE,FALSE,1
"979","NullModel","1730525465",5,20,FALSE,FALSE,1
"980","NullModel","1730525601",5,20,FALSE,FALSE,1
"981","NullModel","1730525660",5,20,FALSE,FALSE,1
"982","NullModel","1730525685",5,20,FALSE,FALSE,1
"983","NullModel","1730525701",5,20,FALSE,FALSE,1
"984","NullModel","1730525717",5,20,FALSE,FALSE,1
"985","NullModel","1730525854",5,20,FALSE,FALSE,1
"986","NullModel","1730525870",5,20,FALSE,FALSE,1
"987","NullModel","1730525961",5,20,FALSE,FALSE,1
"988","NullModel","1730526015",5,20,FALSE,FALSE,1
"989","NullModel","1730526067",5,20,FALSE,FALSE,1
"990","NullModel","1730526074",5,20,FALSE,FALSE,1
"991","NullModel","1730526171",5,20,FALSE,FALSE,1
"992","NullModel","1730526210",5,20,FALSE,FALSE,1
"993","NullModel","1730526311",5,20,FALSE,FALSE,1
"994","NullModel","1730526346",5,20,FALSE,FALSE,1
"995","NullModel","1730526492",5,20,FALSE,FALSE,1
"996","NullModel","1730526523",5,20,FALSE,FALSE,1
"997","NullModel","1730526644",5,20,FALSE,FALSE,1
"998","NullModel","1730526663",5,20,FALSE,FALSE,1
"999","NullModel","1730526690",5,20,FALSE,FALSE,1
"1000","NullModel","1730526795",5,20,FALSE,FALSE,1
"1001","NullModel","1730526851",5,20,FALSE,FALSE,1
"1002","NullModel","1730526884",5,20,FALSE,FALSE,1
"1003","NullModel","1730526962",5,20,FALSE,FALSE,1
"1004","NullModel","1730526996",5,20,FALSE,FALSE,1
"1005","NullModel","1730527021",5,20,FALSE,FALSE,1
"1006","NullModel","1730527039",5,20,FALSE,FALSE,1
"1007","NullModel","1730527116",5,20,FALSE,FALSE,1
"1008","NullModel","1730527117",5,20,FALSE,FALSE,1
"1009","NullModel","1730527224",5,20,FALSE,FALSE,1
"1010","NullModel","1730527231",5,20,FALSE,FALSE,1
"1011","NullModel","1730527243",5,20,FALSE,FALSE,1
"1012","NullModel","1730527285",5,20,FALSE,FALSE,1
"1013","NullModel","1730527339",5,20,FALSE,FALSE,1
"1014","NullModel","1730527421",5,20,FALSE,FALSE,1
"1015","NullModel","1730527463",5,20,FALSE,FALSE,1
"1016","NullModel","1730527476",5,20,FALSE,FALSE,1
"1017","NullModel","1730527582",5,20,FALSE,FALSE,1
"1018","NullModel","1730527646",5,20,FALSE,FALSE,1
"1019","NullModel","1730527768",5,20,FALSE,FALSE,1
"1020","NullModel","1730527774",5,20,FALSE,FALSE,1
"1021","NullModel","1730527806",5,20,FALSE,FALSE,1
"1022","NullModel","1730527834",5,20,FALSE,FALSE,1
"1023","NullModel","1730527871",5,20,FALSE,FALSE,1
"1024","NullModel","1730528083",5,20,FALSE,FALSE,1
"1025","NullModel","1730528101",5,20,FALSE,FALSE,1
"1026","NullModel","1730528165",5,20,FALSE,FALSE,1
"1027","NullModel","1730528203",5,20,FALSE,FALSE,1
"1028","NullModel","1730528274",5,20,FALSE,FALSE,1
"1029","NullModel","1730528359",5,20,FALSE,FALSE,1
"1030","NullModel","1730528683",5,20,FALSE,FALSE,1
"1031","NullModel","1730528733",5,20,FALSE,FALSE,1
"1032","NullModel","1730528800",5,20,FALSE,FALSE,1
"1033","NullModel","1730528834",5,20,FALSE,FALSE,1
"1034","NullModel","1730528894",5,20,FALSE,FALSE,1
"1035","NullModel","1730528954",5,20,FALSE,FALSE,1
"1036","NullModel","1730528980",5,20,FALSE,FALSE,1
"1037","NullModel","1730529018",5,20,FALSE,FALSE,1
"1038","NullModel","1730529082",5,20,FALSE,FALSE,1
"1039","NullModel","1730529119",5,20,FALSE,FALSE,1
"1040","NullModel","1730529236",5,20,FALSE,FALSE,1
"1041","NullModel","1730529332",5,20,FALSE,FALSE,1
"1042","NullModel","1730529354",5,20,FALSE,FALSE,1
"1043","NullModel","1730529458",5,20,FALSE,FALSE,1
"1044","NullModel","1730529505",5,20,FALSE,FALSE,1
"1045","NullModel","1730529619",5,20,FALSE,FALSE,1
"1046","NullModel","1730529717",5,20,FALSE,FALSE,1
"1047","NullModel","1730529790",5,20,FALSE,FALSE,1
"1048","NullModel","1730529879",5,20,FALSE,FALSE,1
"1049","NullModel","1730529894",5,20,FALSE,FALSE,1
"1050","NullModel","1730530092",5,20,FALSE,FALSE,1
"1051","NullModel","1730530171",5,20,FALSE,FALSE,1
"1052","NullModel","1730530337",5,20,FALSE,FALSE,1
"1053","NullModel","1730530418",5,20,FALSE,FALSE,1
"1054","NullModel","1730530438",5,20,FALSE,FALSE,1
"1055","NullModel","1730530536",5,20,FALSE,FALSE,1
"1056","NullModel","1730530678",5,20,FALSE,FALSE,1
"1057","NullModel","1730530721",5,20,FALSE,FALSE,1
"1058","NullModel","1730530829",5,20,FALSE,FALSE,1
"1059","NullModel","1730531017",5,20,FALSE,FALSE,1
"1060","NullModel","1730531038",5,20,FALSE,FALSE,1
"1061","NullModel","1730531060",5,20,FALSE,FALSE,1
"1062","NullModel","1730531065",5,20,FALSE,FALSE,1
"1063","NullModel","1730531090",5,20,FALSE,FALSE,1
"1064","NullModel","1730531160",5,20,FALSE,FALSE,1
"1065","NullModel","1730531289",5,20,FALSE,FALSE,1
"1066","NullModel","1730531405",5,20,FALSE,FALSE,1
"1067","NullModel","1730531415",5,20,FALSE,FALSE,1
"1068","NullModel","1730531514",5,20,FALSE,FALSE,1
"1069","NullModel","1730531840",5,20,FALSE,FALSE,1
"1070","NullModel","1730532012",5,20,FALSE,FALSE,1
"1071","NullModel","1730532062",5,20,FALSE,FALSE,1
"1072","NullModel","1730532208",5,20,FALSE,FALSE,1
