"","scSTMTyoe","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq","Seurat"
"seurat...1587","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644601",12,10,FALSE,TRUE,1,0.994661276520864
"seurat...1588","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644612",12,10,FALSE,TRUE,1,1
"seurat...1589","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644612",12,10,FALSE,TRUE,1,0.957008085481597
"seurat...1590","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644612",12,10,FALSE,TRUE,1,1
"seurat...1591","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644612",12,10,FALSE,TRUE,1,0.968958782111459
"seurat...1592","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644612",12,10,FALSE,TRUE,1,0.979302871731182
"seurat...1593","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733644987",12,10,FALSE,TRUE,1,1
"seurat...1594","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733644987",12,10,FALSE,TRUE,1,1
"seurat...1595","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733644987",12,10,FALSE,TRUE,1,1
"seurat...1596","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733644987",12,10,FALSE,TRUE,1,1
"seurat...1597","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733644987",12,10,FALSE,TRUE,1,1
"seurat...1598","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645075",12,10,FALSE,TRUE,1,0.987641439454345
"seurat...1599","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645075",12,10,FALSE,TRUE,1,1
"seurat...1600","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645075",12,10,FALSE,TRUE,1,1
"seurat...1601","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645075",12,10,FALSE,TRUE,1,1
"seurat...1602","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645075",12,10,FALSE,TRUE,1,1
"seurat...1603","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645165",12,10,FALSE,TRUE,1,1
"seurat...1604","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645165",12,10,FALSE,TRUE,1,1
"seurat...1605","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645165",12,10,FALSE,TRUE,1,0.973455028032755
"seurat...1606","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645165",12,10,FALSE,TRUE,1,1
"seurat...1607","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645165",12,10,FALSE,TRUE,1,1
"seurat...1608","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645230",12,10,FALSE,TRUE,1,1
"seurat...1609","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645230",12,10,FALSE,TRUE,1,0.982262604503411
"seurat...1610","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645230",12,10,FALSE,TRUE,1,1
"seurat...1611","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645230",12,10,FALSE,TRUE,1,1
"seurat...1612","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645230",12,10,FALSE,TRUE,1,0.988663490359
"seurat...1613","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645281",12,10,FALSE,TRUE,1,1
"seurat...1614","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645281",12,10,FALSE,TRUE,1,1
"seurat...1615","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645281",12,10,FALSE,TRUE,1,1
"seurat...1616","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645281",12,10,FALSE,TRUE,1,1
"seurat...1617","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645281",12,10,FALSE,TRUE,1,1
"seurat...1618","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645314",12,10,FALSE,TRUE,1,0.985200243730114
"seurat...1619","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645314",12,10,FALSE,TRUE,1,0.97971804227636
"seurat...1620","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645314",12,10,FALSE,TRUE,1,0.981510873274061
"seurat...1621","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645314",12,10,FALSE,TRUE,1,0.977186228966352
"seurat...1622","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645314",12,10,FALSE,TRUE,1,0.991464082226051
"seurat...1623","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645453",12,10,FALSE,TRUE,1,1
"seurat...1624","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645453",12,10,FALSE,TRUE,1,0.991310082916235
"seurat...1625","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645453",12,10,FALSE,TRUE,1,0.977199058810303
"seurat...1626","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645453",12,10,FALSE,TRUE,1,0.987273125848051
"seurat...1627","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645453",12,10,FALSE,TRUE,1,1
"seurat...1628","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645480",12,10,FALSE,TRUE,1,0.979819170940539
"seurat...1629","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645480",12,10,FALSE,TRUE,1,1
"seurat...1630","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645480",12,10,FALSE,TRUE,1,0.988110757251197
"seurat...1631","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645480",12,10,FALSE,TRUE,1,0.9943859603244
"seurat...1632","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645480",12,10,FALSE,TRUE,1,0.994765633539804
"seurat...1633","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645825",12,10,FALSE,TRUE,1,0.974199903292324
"seurat...1634","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645825",12,10,FALSE,TRUE,1,0.96451501416896
"seurat...1635","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645825",12,10,FALSE,TRUE,1,1
"seurat...1636","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645825",12,10,FALSE,TRUE,1,0.986660487226425
"seurat...1637","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645825",12,10,FALSE,TRUE,1,0.945439389948132
"seurat...1638","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733645941",12,10,FALSE,TRUE,1,1
"seurat...1639","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733645941",12,10,FALSE,TRUE,1,1
"seurat...1640","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733645941",12,10,FALSE,TRUE,1,1
"seurat...1641","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733645941",12,10,FALSE,TRUE,1,1
"seurat...1642","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733645941",12,10,FALSE,TRUE,1,1
"seurat...1643","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646093",12,10,FALSE,TRUE,1,0.994742987916834
"seurat...1644","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646093",12,10,FALSE,TRUE,1,0.984411578257256
"seurat...1645","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646093",12,10,FALSE,TRUE,1,1
"seurat...1646","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646093",12,10,FALSE,TRUE,1,0.987665510310833
"seurat...1647","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646093",12,10,FALSE,TRUE,1,0.996418449165374
"seurat...1648","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646277",12,10,FALSE,TRUE,1,1
"seurat...1649","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646277",12,10,FALSE,TRUE,1,1
"seurat...1650","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646277",12,10,FALSE,TRUE,1,1
"seurat...1651","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646277",12,10,FALSE,TRUE,1,1
"seurat...1652","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646277",12,10,FALSE,TRUE,1,0.999425464041827
"seurat...1653","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646285",12,10,FALSE,TRUE,1,1
"seurat...1654","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646285",12,10,FALSE,TRUE,1,1
"seurat...1655","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646285",12,10,FALSE,TRUE,1,1
"seurat...1656","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646285",12,10,FALSE,TRUE,1,0.991225607043409
"seurat...1657","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646285",12,10,FALSE,TRUE,1,1
"seurat...1658","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646442",12,10,FALSE,TRUE,1,0.978618440499617
"seurat...1659","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646442",12,10,FALSE,TRUE,1,1
"seurat...1660","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646442",12,10,FALSE,TRUE,1,1
"seurat...1661","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646442",12,10,FALSE,TRUE,1,0.996222057105454
"seurat...1662","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646442",12,10,FALSE,TRUE,1,0.999817205127816
"seurat...1663","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646542",12,10,FALSE,TRUE,1,1
"seurat...1664","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646542",12,10,FALSE,TRUE,1,1
"seurat...1665","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646542",12,10,FALSE,TRUE,1,1
"seurat...1666","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646542",12,10,FALSE,TRUE,1,1
"seurat...1667","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646542",12,10,FALSE,TRUE,1,1
"seurat...1668","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646599",12,10,FALSE,TRUE,1,0.960352717226676
"seurat...1669","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646599",12,10,FALSE,TRUE,1,1
"seurat...1670","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646599",12,10,FALSE,TRUE,1,0.970851134251991
"seurat...1671","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646599",12,10,FALSE,TRUE,1,1
"seurat...1672","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646599",12,10,FALSE,TRUE,1,1
"seurat...1673","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646683",12,10,FALSE,TRUE,1,0.971612570588343
"seurat...1674","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646683",12,10,FALSE,TRUE,1,1
"seurat...1675","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646683",12,10,FALSE,TRUE,1,1
"seurat...1676","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646683",12,10,FALSE,TRUE,1,1
"seurat...1677","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646683",12,10,FALSE,TRUE,1,1
"seurat...1678","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733646944",12,10,FALSE,TRUE,1,1
"seurat...1679","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733646944",12,10,FALSE,TRUE,1,1
"seurat...1680","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733646944",12,10,FALSE,TRUE,1,1
"seurat...1681","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733646944",12,10,FALSE,TRUE,1,1
"seurat...1682","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733646944",12,10,FALSE,TRUE,1,1
"seurat...1683","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733647201",12,10,FALSE,TRUE,1,1
"seurat...1684","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733647201",12,10,FALSE,TRUE,1,1
"seurat...1685","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733647201",12,10,FALSE,TRUE,1,1
"seurat...1686","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733647201",12,10,FALSE,TRUE,1,1
"seurat...1687","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733647201",12,10,FALSE,TRUE,1,1
"seurat...1688","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733647228",12,10,FALSE,TRUE,1,0.98649606781781
"seurat...1689","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733647228",12,10,FALSE,TRUE,1,0.972947591811522
"seurat...1690","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733647228",12,10,FALSE,TRUE,1,1
"seurat...1691","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733647228",12,10,FALSE,TRUE,1,1
"seurat...1692","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733647228",12,10,FALSE,TRUE,1,1
"seurat...1693","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886435",12,10,FALSE,TRUE,1,1
"seurat...1694","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886448",12,10,FALSE,TRUE,1,1
"seurat...1695","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886687",12,10,FALSE,TRUE,1,1
"seurat...1696","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886689",12,10,FALSE,TRUE,1,1
"seurat...1697","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886813",12,10,FALSE,TRUE,1,1
"seurat...1698","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886822",12,10,FALSE,TRUE,1,0.956599774787589
"seurat...1699","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886834",12,10,FALSE,TRUE,1,0.994277688756786
"seurat...1700","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886860",12,10,FALSE,TRUE,1,0.975444361240355
"seurat...1701","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886866",12,10,FALSE,TRUE,1,1
"seurat...1702","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886871",12,10,FALSE,TRUE,1,1
"seurat...1703","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733886936",12,10,FALSE,TRUE,1,0.995748298723599
"seurat...1704","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887025",12,10,FALSE,TRUE,1,0.99403742617789
"seurat...1705","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887026",12,10,FALSE,TRUE,1,0.946918244878038
"seurat...1706","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887096",12,10,FALSE,TRUE,1,1
"seurat...1707","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887098",12,10,FALSE,TRUE,1,0.978419248235352
"seurat...1708","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887160",12,10,FALSE,TRUE,1,1
"seurat...1709","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887167",12,10,FALSE,TRUE,1,0.946976276634665
"seurat...1710","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887262",12,10,FALSE,TRUE,1,1
"seurat...1711","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887268",12,10,FALSE,TRUE,1,1
"seurat...1712","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887378",12,10,FALSE,TRUE,1,1
"seurat...1713","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887396",12,10,FALSE,TRUE,1,0.977415934281541
"seurat...1714","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887407",12,10,FALSE,TRUE,1,1
"seurat...1715","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887443",12,10,FALSE,TRUE,1,0.987285754649049
"seurat...1716","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887509",12,10,FALSE,TRUE,1,0.964822681378424
"seurat...1717","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887660",12,10,FALSE,TRUE,1,0.968664169095541
"seurat...1718","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887690",12,10,FALSE,TRUE,1,1
"seurat...1719","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887762",12,10,FALSE,TRUE,1,0.978705284881963
"seurat...1720","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887814",12,10,FALSE,TRUE,1,1
"seurat...1721","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887836",12,10,FALSE,TRUE,1,0.967112512507751
"seurat...1722","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887930",12,10,FALSE,TRUE,1,0.959495949195336
"seurat...1723","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887933",12,10,FALSE,TRUE,1,0.972470818530844
"seurat...1724","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733887950",12,10,FALSE,TRUE,1,0.993699192312538
"seurat...1725","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888080",12,10,FALSE,TRUE,1,1
"seurat...1726","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888081",12,10,FALSE,TRUE,1,0.987548776663058
"seurat...1727","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888143",12,10,FALSE,TRUE,1,1
"seurat...1728","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888148",12,10,FALSE,TRUE,1,0.946107529971038
"seurat...1729","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888180",12,10,FALSE,TRUE,1,0.939572214117641
"seurat...1730","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888209",12,10,FALSE,TRUE,1,1
"seurat...1731","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733888729",12,10,FALSE,TRUE,1,1
"seurat...1732","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982832",12,10,FALSE,TRUE,1,1
"seurat...1733","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982838",12,10,FALSE,TRUE,1,0.980694708612467
"seurat...1734","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982842",12,10,FALSE,TRUE,1,0.970910526367432
"seurat...1735","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982849",12,10,FALSE,TRUE,1,1
"seurat...1736","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982850",12,10,FALSE,TRUE,1,0.990597230898492
"seurat...1737","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982866",12,10,FALSE,TRUE,1,0.966185537619257
"seurat...1738","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733982869",12,10,FALSE,TRUE,1,1
"seurat...1739","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733983027",12,10,FALSE,TRUE,1,1
"seurat...1740","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733983046",12,10,FALSE,TRUE,1,0.978251737360863
"seurat...1741","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733983050",12,10,FALSE,TRUE,1,1
"seurat...1742","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733983052",12,10,FALSE,TRUE,1,0.992849514534655
"seurat...1743","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733983054",12,10,FALSE,TRUE,1,0.985552172333999
"seurat...1744","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733983057",12,10,FALSE,TRUE,1,0.995113776862058
"seurat...1745","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986604",12,10,FALSE,TRUE,1,1
"seurat...1746","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986620",12,10,FALSE,TRUE,1,0.999799297504989
"seurat...1747","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986635",12,10,FALSE,TRUE,1,0.964245660874835
"seurat...1748","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986644",12,10,FALSE,TRUE,1,0.992401051593409
"seurat...1749","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986650",12,10,FALSE,TRUE,1,0.99259304687496
"seurat...1750","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986708",12,10,FALSE,TRUE,1,0.972094752021927
"seurat...1751","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986795",12,10,FALSE,TRUE,1,0.994900201588892
"seurat...1752","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986827",12,10,FALSE,TRUE,1,1
"seurat...1753","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986840",12,10,FALSE,TRUE,1,0.973133411066388
"seurat...1754","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986848",12,10,FALSE,TRUE,1,1
"seurat...1755","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986870",12,10,FALSE,TRUE,1,0.956642521593845
"seurat...1756","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986938",12,10,FALSE,TRUE,1,1
"seurat...1757","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733986952",12,10,FALSE,TRUE,1,0.987781561545644
"seurat...1758","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987009",12,10,FALSE,TRUE,1,1
"seurat...1759","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987028",12,10,FALSE,TRUE,1,0.982206646243915
"seurat...1760","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987036",12,10,FALSE,TRUE,1,1
"seurat...1761","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987037",12,10,FALSE,TRUE,1,1
"seurat...1762","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987062",12,10,FALSE,TRUE,1,1
"seurat...1763","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987119",12,10,FALSE,TRUE,1,0.991625484787454
"seurat...1764","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987173",12,10,FALSE,TRUE,1,1
"seurat...1765","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987190",12,10,FALSE,TRUE,1,0.986346341895384
"seurat...1766","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987208",12,10,FALSE,TRUE,1,0.988295086251785
"seurat...1767","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987278",12,10,FALSE,TRUE,1,0.977496876108887
"seurat...1768","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987295",12,10,FALSE,TRUE,1,0.989605603925113
"seurat...1769","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987311",12,10,FALSE,TRUE,1,1
"seurat...1770","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987319",12,10,FALSE,TRUE,1,1
"seurat...1771","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987322",12,10,FALSE,TRUE,1,0.98171513949289
"seurat...1772","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987346",12,10,FALSE,TRUE,1,1
"seurat...1773","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987402",12,10,FALSE,TRUE,1,0.953316963881337
"seurat...1774","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987412",12,10,FALSE,TRUE,1,0.988450534810875
"seurat...1775","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987436",12,10,FALSE,TRUE,1,0.993406212835073
"seurat...1776","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987469",12,10,FALSE,TRUE,1,1
"seurat...1777","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987481",12,10,FALSE,TRUE,1,0.984609386362515
"seurat...1778","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987496",12,10,FALSE,TRUE,1,1
"seurat...1779","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987497",12,10,FALSE,TRUE,1,1
"seurat...1780","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987519",12,10,FALSE,TRUE,1,1
"seurat...1781","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987596",12,10,FALSE,TRUE,1,1
"seurat...1782","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987618",12,10,FALSE,TRUE,1,0.996208302261935
"seurat...1783","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987670",12,10,FALSE,TRUE,1,1
"seurat...1784","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987680",12,10,FALSE,TRUE,1,1
"seurat...1785","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987689",12,10,FALSE,TRUE,1,1
"seurat...1786","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987710",12,10,FALSE,TRUE,1,1
"seurat...1787","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987725",12,10,FALSE,TRUE,1,0.988428134745962
"seurat...1788","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987817",12,10,FALSE,TRUE,1,1
"seurat...1789","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987824",12,10,FALSE,TRUE,1,0.990038286985306
"seurat...1790","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987825",12,10,FALSE,TRUE,1,0.98270351578185
"seurat...1791","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987833",12,10,FALSE,TRUE,1,0.978296801471073
"seurat...1792","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987848",12,10,FALSE,TRUE,1,0.972870006784669
"seurat...1793","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987883",12,10,FALSE,TRUE,1,1
"seurat...1794","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987887",12,10,FALSE,TRUE,1,1
"seurat...1795","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987922",12,10,FALSE,TRUE,1,1
"seurat...1796","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987957",12,10,FALSE,TRUE,1,1
"seurat...1797","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987968",12,10,FALSE,TRUE,1,1
"seurat...1798","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733987977",12,10,FALSE,TRUE,1,1
"seurat...1799","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988052",12,10,FALSE,TRUE,1,0.999685931151572
"seurat...1800","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988065",12,10,FALSE,TRUE,1,0.97410491981337
"seurat...1801","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988082",12,10,FALSE,TRUE,1,1
"seurat...1802","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988103",12,10,FALSE,TRUE,1,1
"seurat...1803","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988130",12,10,FALSE,TRUE,1,0.962044749797182
"seurat...1804","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988207",12,10,FALSE,TRUE,1,1
"seurat...1805","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988219",12,10,FALSE,TRUE,1,1
"seurat...1806","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988221",12,10,FALSE,TRUE,1,1
"seurat...1807","scSTM_Pooled_noContent_Prevalence_Time","NullModel","1733988236",12,10,FALSE,TRUE,1,0.97969528216904
