"","scSTMTyoe","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq","Seurat"
"seurat...220","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733636662",10,10,FALSE,TRUE,1,1
"seurat...221","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733636662",10,10,FALSE,TRUE,1,0.990662725460852
"seurat...222","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733636688",10,10,FALSE,TRUE,1,0.96243419313432
"seurat...223","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733636688",10,10,FALSE,TRUE,1,0.982605142697082
"seurat...224","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733636688",10,10,FALSE,TRUE,1,0.976895376662317
"seurat...225","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733636688",10,10,FALSE,TRUE,1,0.981331968393725
"seurat...226","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733636688",10,10,FALSE,TRUE,1,0.935827207598411
"seurat...227","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733636693",10,10,FALSE,TRUE,1,1
"seurat...228","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733636693",10,10,FALSE,TRUE,1,0.984260622471544
"seurat...229","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733636693",10,10,FALSE,TRUE,1,0.975520251632516
"seurat...230","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733636693",10,10,FALSE,TRUE,1,0.987862737224829
"seurat...231","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733636693",10,10,FALSE,TRUE,1,0.942611748712491
"seurat...232","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637453",10,10,FALSE,TRUE,1,0.988009435157628
"seurat...233","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637453",10,10,FALSE,TRUE,1,1
"seurat...234","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637453",10,10,FALSE,TRUE,1,0.983696596473006
"seurat...235","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637453",10,10,FALSE,TRUE,1,1
"seurat...236","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637453",10,10,FALSE,TRUE,1,1
"seurat...237","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637515",10,10,FALSE,TRUE,1,1
"seurat...238","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637515",10,10,FALSE,TRUE,1,0.951019957306087
"seurat...239","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637515",10,10,FALSE,TRUE,1,1
"seurat...240","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637515",10,10,FALSE,TRUE,1,0.983380374481876
"seurat...241","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637515",10,10,FALSE,TRUE,1,1
"seurat...242","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637532",10,10,FALSE,TRUE,1,1
"seurat...243","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637532",10,10,FALSE,TRUE,1,1
"seurat...244","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637532",10,10,FALSE,TRUE,1,1
"seurat...245","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637532",10,10,FALSE,TRUE,1,1
"seurat...246","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637532",10,10,FALSE,TRUE,1,0.845203816887916
"seurat...247","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637548",10,10,FALSE,TRUE,1,1
"seurat...248","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637548",10,10,FALSE,TRUE,1,1
"seurat...249","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637548",10,10,FALSE,TRUE,1,1
"seurat...250","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637548",10,10,FALSE,TRUE,1,1
"seurat...251","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637548",10,10,FALSE,TRUE,1,1
"seurat...252","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637568",10,10,FALSE,TRUE,1,0.94597706244773
"seurat...253","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637568",10,10,FALSE,TRUE,1,0.992980425527821
"seurat...254","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637568",10,10,FALSE,TRUE,1,0.990811779396731
"seurat...255","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637568",10,10,FALSE,TRUE,1,0.996752431789388
"seurat...256","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637568",10,10,FALSE,TRUE,1,0.994857560587891
"seurat...257","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637582",10,10,FALSE,TRUE,1,0.988296985587636
"seurat...258","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637582",10,10,FALSE,TRUE,1,0.986766485693915
"seurat...259","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637582",10,10,FALSE,TRUE,1,1
"seurat...260","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637582",10,10,FALSE,TRUE,1,0.974567302139435
"seurat...261","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637582",10,10,FALSE,TRUE,1,0.989739357829258
"seurat...262","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733637598",10,10,FALSE,TRUE,1,0.976125499541468
"seurat...263","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733637598",10,10,FALSE,TRUE,1,1
"seurat...264","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733637598",10,10,FALSE,TRUE,1,0.990158705296315
"seurat...265","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733637598",10,10,FALSE,TRUE,1,0.972532234957152
"seurat...266","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733637598",10,10,FALSE,TRUE,1,0.977484312597215
"seurat...267","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638312",10,10,FALSE,TRUE,1,1
"seurat...268","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638312",10,10,FALSE,TRUE,1,1
"seurat...269","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638312",10,10,FALSE,TRUE,1,0.984777998152036
"seurat...270","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638312",10,10,FALSE,TRUE,1,0.945548731926831
"seurat...271","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638312",10,10,FALSE,TRUE,1,1
"seurat...272","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638321",10,10,FALSE,TRUE,1,0.991343906491278
"seurat...273","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638321",10,10,FALSE,TRUE,1,0.985383916909532
"seurat...274","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638321",10,10,FALSE,TRUE,1,0.994537318743639
"seurat...275","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638321",10,10,FALSE,TRUE,1,0.958577637860836
"seurat...276","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638321",10,10,FALSE,TRUE,1,0.976676558373086
"seurat...277","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638338",10,10,FALSE,TRUE,1,1
"seurat...278","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638338",10,10,FALSE,TRUE,1,1
"seurat...279","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638338",10,10,FALSE,TRUE,1,1
"seurat...280","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638338",10,10,FALSE,TRUE,1,1
"seurat...281","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638338",10,10,FALSE,TRUE,1,1
"seurat...282","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638351",10,10,FALSE,TRUE,1,1
"seurat...283","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638351",10,10,FALSE,TRUE,1,0.938289999179943
"seurat...284","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638351",10,10,FALSE,TRUE,1,1
"seurat...285","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638351",10,10,FALSE,TRUE,1,1
"seurat...286","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638351",10,10,FALSE,TRUE,1,1
"seurat...287","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638388",10,10,FALSE,TRUE,1,0.932880770185265
"seurat...288","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638388",10,10,FALSE,TRUE,1,0.979824224327198
"seurat...289","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638388",10,10,FALSE,TRUE,1,1
"seurat...290","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638388",10,10,FALSE,TRUE,1,1
"seurat...291","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638388",10,10,FALSE,TRUE,1,0.908028826792847
"seurat...292","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638439",10,10,FALSE,TRUE,1,1
"seurat...293","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638439",10,10,FALSE,TRUE,1,1
"seurat...294","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638439",10,10,FALSE,TRUE,1,1
"seurat...295","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638439",10,10,FALSE,TRUE,1,0.957234263124044
"seurat...296","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638439",10,10,FALSE,TRUE,1,1
"seurat...297","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638497",10,10,FALSE,TRUE,1,1
"seurat...298","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638497",10,10,FALSE,TRUE,1,1
"seurat...299","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638497",10,10,FALSE,TRUE,1,1
"seurat...300","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638497",10,10,FALSE,TRUE,1,1
"seurat...301","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638497",10,10,FALSE,TRUE,1,1
"seurat...302","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733638524",10,10,FALSE,TRUE,1,0.97859384943555
"seurat...303","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733638524",10,10,FALSE,TRUE,1,1
"seurat...304","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733638524",10,10,FALSE,TRUE,1,1
"seurat...305","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733638524",10,10,FALSE,TRUE,1,1
"seurat...306","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733638524",10,10,FALSE,TRUE,1,1
"seurat...307","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639128",10,10,FALSE,TRUE,1,0.991431771997175
"seurat...308","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639128",10,10,FALSE,TRUE,1,0.968004366339066
"seurat...309","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639128",10,10,FALSE,TRUE,1,0.935377584129392
"seurat...310","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639128",10,10,FALSE,TRUE,1,0.988077303925175
"seurat...311","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639128",10,10,FALSE,TRUE,1,0.862911132509181
"seurat...312","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639161",10,10,FALSE,TRUE,1,0.975148053923665
"seurat...313","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639161",10,10,FALSE,TRUE,1,0.993350175860082
"seurat...314","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639161",10,10,FALSE,TRUE,1,0.941854938088215
"seurat...315","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639161",10,10,FALSE,TRUE,1,0.95652809030583
"seurat...316","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639161",10,10,FALSE,TRUE,1,0.984155095534727
"seurat...317","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639255",10,10,FALSE,TRUE,1,1
"seurat...318","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639255",10,10,FALSE,TRUE,1,1
"seurat...319","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639255",10,10,FALSE,TRUE,1,1
"seurat...320","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639255",10,10,FALSE,TRUE,1,1
"seurat...321","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639255",10,10,FALSE,TRUE,1,0.899731902257301
"seurat...322","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639287",10,10,FALSE,TRUE,1,0.928792689920123
"seurat...323","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639287",10,10,FALSE,TRUE,1,1
"seurat...324","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639287",10,10,FALSE,TRUE,1,1
"seurat...325","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639287",10,10,FALSE,TRUE,1,1
"seurat...326","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639287",10,10,FALSE,TRUE,1,1
"seurat...327","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639297",10,10,FALSE,TRUE,1,0.96110485385098
"seurat...328","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639297",10,10,FALSE,TRUE,1,0.993997344985334
"seurat...329","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639297",10,10,FALSE,TRUE,1,0.987081987408933
"seurat...330","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639297",10,10,FALSE,TRUE,1,0.963579498582004
"seurat...331","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639297",10,10,FALSE,TRUE,1,0.981932850286077
"seurat...332","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639320",10,10,FALSE,TRUE,1,0.996419312256794
"seurat...333","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639320",10,10,FALSE,TRUE,1,0.988085655978092
"seurat...334","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639320",10,10,FALSE,TRUE,1,1
"seurat...335","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639320",10,10,FALSE,TRUE,1,0.954435478087242
"seurat...336","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639320",10,10,FALSE,TRUE,1,0.983802339827011
"seurat...337","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639330",10,10,FALSE,TRUE,1,0.989544961438763
"seurat...338","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639330",10,10,FALSE,TRUE,1,0.993293900194496
"seurat...339","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639330",10,10,FALSE,TRUE,1,0.98161953301535
"seurat...340","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639330",10,10,FALSE,TRUE,1,0.948971096497811
"seurat...341","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639330",10,10,FALSE,TRUE,1,0.996590023458072
"seurat...342","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639379",10,10,FALSE,TRUE,1,0.994325336841181
"seurat...343","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639379",10,10,FALSE,TRUE,1,0.936412975657938
"seurat...344","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639379",10,10,FALSE,TRUE,1,0.947828564161163
"seurat...345","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639379",10,10,FALSE,TRUE,1,0.981827234466717
"seurat...346","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639379",10,10,FALSE,TRUE,1,0.957343597265639
"seurat...347","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639890",10,10,FALSE,TRUE,1,0.993878473314447
"seurat...348","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639890",10,10,FALSE,TRUE,1,1
"seurat...349","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639890",10,10,FALSE,TRUE,1,0.952839691672724
"seurat...350","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639890",10,10,FALSE,TRUE,1,0.98757565635857
"seurat...351","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639890",10,10,FALSE,TRUE,1,0.957965924600555
"seurat...352","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733639958",10,10,FALSE,TRUE,1,0.971893922753593
"seurat...353","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733639958",10,10,FALSE,TRUE,1,0.950904765651041
"seurat...354","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733639958",10,10,FALSE,TRUE,1,1
"seurat...355","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733639958",10,10,FALSE,TRUE,1,1
"seurat...356","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733639958",10,10,FALSE,TRUE,1,1
"seurat...357","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640080",10,10,FALSE,TRUE,1,0.985400800334127
"seurat...358","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640080",10,10,FALSE,TRUE,1,0.978307513077153
"seurat...359","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640080",10,10,FALSE,TRUE,1,0.992629813138303
"seurat...360","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640080",10,10,FALSE,TRUE,1,1
"seurat...361","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640080",10,10,FALSE,TRUE,1,0.962843286691141
"seurat...362","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640230",10,10,FALSE,TRUE,1,0.966003914698877
"seurat...363","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640230",10,10,FALSE,TRUE,1,0.96662618700119
"seurat...364","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640230",10,10,FALSE,TRUE,1,0.992939499536084
"seurat...365","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640230",10,10,FALSE,TRUE,1,1
"seurat...366","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640230",10,10,FALSE,TRUE,1,1
"seurat...367","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640248",10,10,FALSE,TRUE,1,0.952763621160233
"seurat...368","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640248",10,10,FALSE,TRUE,1,1
"seurat...369","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640248",10,10,FALSE,TRUE,1,1
"seurat...370","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640248",10,10,FALSE,TRUE,1,0.978402324171751
"seurat...371","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640248",10,10,FALSE,TRUE,1,0.71311789954412
"seurat...372","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640269",10,10,FALSE,TRUE,1,1
"seurat...373","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640269",10,10,FALSE,TRUE,1,0.968043058271283
"seurat...374","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640269",10,10,FALSE,TRUE,1,1
"seurat...375","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640269",10,10,FALSE,TRUE,1,0.940102144023976
"seurat...376","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640269",10,10,FALSE,TRUE,1,1
"seurat...377","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640279",10,10,FALSE,TRUE,1,0.974580075541028
"seurat...378","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640279",10,10,FALSE,TRUE,1,1
"seurat...379","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640279",10,10,FALSE,TRUE,1,0.99333316840025
"seurat...380","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640279",10,10,FALSE,TRUE,1,0.987309342690927
"seurat...381","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640279",10,10,FALSE,TRUE,1,0.997928748160184
"seurat...382","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640299",10,10,FALSE,TRUE,1,1
"seurat...383","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640299",10,10,FALSE,TRUE,1,1
"seurat...384","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640299",10,10,FALSE,TRUE,1,0.93489268075257
"seurat...385","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640299",10,10,FALSE,TRUE,1,1
"seurat...386","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640299",10,10,FALSE,TRUE,1,0.936139615258294
"seurat...387","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640847",10,10,FALSE,TRUE,1,0.982481089426394
"seurat...388","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640847",10,10,FALSE,TRUE,1,0.950376265764067
"seurat...389","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640847",10,10,FALSE,TRUE,1,0.949855661705034
"seurat...390","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640847",10,10,FALSE,TRUE,1,0.926805359695722
"seurat...391","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640847",10,10,FALSE,TRUE,1,0.888742686974895
"seurat...392","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733640869",10,10,FALSE,TRUE,1,0.964458132109437
"seurat...393","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733640869",10,10,FALSE,TRUE,1,0.971265917002112
"seurat...394","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733640869",10,10,FALSE,TRUE,1,0.989956401814621
"seurat...395","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733640869",10,10,FALSE,TRUE,1,0.984912258010291
"seurat...396","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733640869",10,10,FALSE,TRUE,1,0.959190432838175
"seurat...397","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641041",10,10,FALSE,TRUE,1,0.974682943651433
"seurat...398","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641041",10,10,FALSE,TRUE,1,0.989511845104373
"seurat...399","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641041",10,10,FALSE,TRUE,1,0.983269766525886
"seurat...400","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641041",10,10,FALSE,TRUE,1,0.992640145222936
"seurat...401","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.8","1733641041",10,10,FALSE,TRUE,1,1
"seurat...402","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1733641091",10,10,FALSE,TRUE,1,1
"seurat...403","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.15","1733641091",10,10,FALSE,TRUE,1,1
"seurat...404","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1733641091",10,10,FALSE,TRUE,1,1
"seurat...405","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1733641091",10,10,FALSE,TRUE,1,0.970047441281851
