"","scSTMTyoe","modelType","seed","nCellType","nSample","Batch","CancerType","pooled_scSTMseq"
"232","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959213",10,20,FALSE,TRUE,1
"233","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959213",10,20,FALSE,TRUE,1
"234","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959213",10,20,FALSE,TRUE,1
"235","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959221",10,20,FALSE,TRUE,1
"236","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959221",10,20,FALSE,TRUE,1
"237","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959221",10,20,FALSE,TRUE,1
"238","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959221",10,20,FALSE,TRUE,1
"239","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959221",10,20,FALSE,TRUE,1
"240","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959235",10,20,FALSE,TRUE,1
"241","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959235",10,20,FALSE,TRUE,1
"242","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959235",10,20,FALSE,TRUE,1
"243","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959235",10,20,FALSE,TRUE,1
"244","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959235",10,20,FALSE,TRUE,1
"245","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959236",10,20,FALSE,TRUE,1
"246","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.16","1730959236",10,20,FALSE,TRUE,1
"247","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.23","1730959236",10,20,FALSE,TRUE,1
"248","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.3","1730959236",10,20,FALSE,TRUE,1
"249","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.4","1730959236",10,20,FALSE,TRUE,1
"250","scSTM_Pooled_noContent_Prevalence_Time","HighVar0.1","1730959242",10,20,FALSE,TRUE,1
